8.000,1.20474989903e+03,-2.37441863095e+01,-1.57670476361e-01
8.500,1.19360221721e+03,-2.09346596479e+01,-1.49082001056e-01
9.000,1.18372919164e+03,-1.86415606588e+01,-1.41733470049e-01
9.500,1.17489204730e+03,-1.67613342038e+01,-1.35529621893e-01
10.000,1.16691456887e+03,-1.52009071361e+01,-1.30265809869e-01
10.500,1.15965124167e+03,-1.38806694622e+01,-1.25681777517e-01
11.000,1.15300610065e+03,-1.27272520089e+01,-1.21421536294e-01
11.500,1.14690146643e+03,-1.17088315893e+01,-1.17404648279e-01
12.000,1.14127998480e+03,-1.07941319361e+01,-1.13495009952e-01
12.500,1.13609190804e+03,-9.97189967138e+00,-1.09717132048e-01
13.000,1.13129453814e+03,-9.23095966491e+00,-1.06075360216e-01
13.500,1.12684859665e+03,-8.56410317622e+00,-1.02600645040e-01
14.000,1.12271926196e+03,-7.96429096013e+00,-9.93125149088e-02
14.500,1.11887425339e+03,-7.42481898278e+00,-9.62216039241e-02
15.000,1.11528545283e+03,-6.93929119860e+00,-9.33297997521e-02
15.500,1.11192700104e+03,-6.50159380281e+00,-9.06306833532e-02
16.000,1.10877683953e+03,-6.10601505467e+00,-8.81117258149e-02
16.500,1.10581481593e+03,-5.74752100974e+00,-8.57594737332e-02
17.000,1.10302391674e+03,-5.42143886237e+00,-8.35561761281e-02
17.500,1.10038862387e+03,-5.12391674386e+00,-8.14880680085e-02
18.000,1.09789584346e+03,-4.85133479544e+00,-7.95376235714e-02
18.500,1.09553360562e+03,-4.60086687577e+00,-7.76936798331e-02
19.000,1.09329174577e+03,-4.36978455232e+00,-7.59412177175e-02
19.500,1.09116092561e+03,-4.15606943245e+00,-7.42725953899e-02
20.000,1.08913311714e+03,-3.95770997939e+00,-7.26763316091e-02
21.000,1.08535786480e+03,-3.60100051007e+00,-6.96738036031e-02
22.000,1.08191592289e+03,-3.28985317287e+00,-6.68968524001e-02
23.000,1.07876581524e+03,-3.01570327273e+00,-6.42967864691e-02
24.000,1.07587392349e+03,-2.77333474872e+00,-6.18660165619e-02
25.000,1.07320998316e+03,-2.55843906346e+00,-5.95978211072e-02
26.000,1.07074931461e+03,-2.36673715036e+00,-5.74692554737e-02
27.000,1.06846969337e+03,-2.19549347692e+00,-5.54796493009e-02
28.000,1.06635238764e+03,-2.04207037574e+00,-5.36201458198e-02
29.000,1.06438032031e+03,-1.90437054806e+00,-5.18862899284e-02
30.000,1.06253905823e+03,-1.78043536252e+00,-5.02692681854e-02
31.000,1.06081540682e+03,-1.66866320944e+00,-4.87630167891e-02
32.000,1.05919815673e+03,-1.56761663960e+00,-4.73601017416e-02
33.000,1.05767699858e+03,-1.47609565282e+00,-4.60548509691e-02
34.000,1.05624318470e+03,-1.39291707728e+00,-4.48373833920e-02
35.000,1.05488864443e+03,-1.31727511980e+00,-4.37056834732e-02
36.000,1.05360642065e+03,-1.24827553415e+00,-4.26515237084e-02
37.000,1.05239013627e+03,-1.18514407737e+00,-4.16673715871e-02
38.000,1.05123443630e+03,-1.12710129700e+00,-4.07424336636e-02
39.000,1.05013424786e+03,-1.07411596460e+00,-3.98906356067e-02
40.000,1.04908482090e+03,-1.02529097318e+00,-3.90927769712e-02
